product_name,product_url,image_url,current_price,original_price,discount_percentage,discount_amount,brand,category,product_type
Sony Wireless Noise-Canceling Over-Ear Headphones - Pink (WH1000XM5/PME),https://www.harveynorman.com.sg/tv-and-audio/headphones-en/over-ear-headphones-en-2/sony-wireless-noise-canceling-over-ear-headphones-pink-wh1000xm5-pme.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Sony_Wireless_Noise-Canceling_Over-Ear_Headphones_-_Pink_(WH1000XM5-PME)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",469.0,589.0,20.37,120.0,Sony,Smartphone,Other
Rivacase Prater Series 15.6-Inch Anti-Theft  Laptop Backpack - Grey/Dark Blue (7562-DB),https://www.harveynorman.com.sg/computing/computer-accessories-and-peripherals/laptop-bags-and-sleeves-en/rivacase-prater-series-15.6-inch-anti-theft-laptop-backpack-grey-dark-blue-7562-db.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Rivacase_Prater_Series_15.6-Inch_Anti-Theft__Laptop_Backpack_-_Grey-Dark_Blue_(7562-DB)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",39.0,69.0,43.48,30.0,Rivacase,Laptop,laptop
Rivacase Prater Series 15.6-Inch Anti-Theft Laptop Backpack - Grey/Mocha (7562-GM),https://www.harveynorman.com.sg/computing/computer-accessories-and-peripherals/laptop-bags-and-sleeves-en/rivacase-prater-series-15.6-inch-anti-theft-laptop-backpack-grey-mocha-7562-gm.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Rivacase_Prater_Series_15.6-Inch_Anti-Theft_Laptop_Backpack_-_Grey-Mocha_(7562-GM)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",39.0,69.0,43.48,30.0,Rivacase,Laptop,laptop
Tomtoc A27 16-Inch Laptop Sleeve - Lakshore (A27F2T1),https://www.harveynorman.com.sg/computing/computer-accessories-and-peripherals/laptop-bags-and-sleeves-en/tomtoc-a27-16-inch-laptop-sleeve-lakshore-a27f2t1.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Tomtoc_A27_16-Inch_Laptop_Sleeve_-_Lakshore_(A27F2T1)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",39.9,49.0,18.57,9.100000000000001,Tomtoc,Laptop,laptop
Tomtoc A27 16-Inch Laptop Sleeve - Snowberg (A27F2W1),https://www.harveynorman.com.sg/computing/computer-accessories-and-peripherals/laptop-bags-and-sleeves-en/tomtoc-a27-16-inch-laptop-sleeve-snowberg-a27f2w1.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Tomtoc_A27_16-Inch_Laptop_Sleeve_-_Snowberg_(A27F2W1)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",39.9,49.0,18.57,9.100000000000001,Tomtoc,Laptop,laptop
Sennheiser MOMENTUM 4 Denim Headset - Blue/Black (700386),https://www.harveynorman.com.sg/tv-and-audio/headphones-en/wireless-headphones-en/sennheiser-momentum-4-denim-headset-blue-black-700386.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Sennheiser_MOMENTUM_4_Denim_Headset_-_Blue-Black_(700386)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",379.0,499.0,24.05,120.0,Sennheiser,Accessories,headset
JBL Tune Beam 2 True Wireless Noise Cancelling Earbuds - Black (JBLTBEAM2BLK),https://www.harveynorman.com.sg/tv-and-audio/headphones-en/wireless-headphones-en/jbl-tune-beam-2-true-wireless-noise-cancelling-earbuds-black-jbltbeam2blk.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/JBL_Tune_Beam_2_True_Wireless_Noise_Cancelling_Earbuds_-_Black_(JBLTBEAM2BLK)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",149.0,169.0,11.83,20.0,JBL,Audio,earbuds
JBL Tune Beam 2 True Wireless Noise Cancelling Earbuds - Turquoise (JBLTBEAM2TQE),https://www.harveynorman.com.sg/tv-and-audio/headphones-en/wireless-headphones-en/jbl-tune-beam-2-true-wireless-noise-cancelling-earbuds-turquoise-jbltbeam2tqe.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/JBL_Tune_Beam_2_True_Wireless_Noise_Cancelling_Earbuds_-_Turquoise_(JBLTBEAM2TQE)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",149.0,169.0,11.83,20.0,JBL,Audio,earbuds
JBL Tune Beam 2 True Wireless Noise Cancelling Earbuds - White (JBLTBEAM2WHT),https://www.harveynorman.com.sg/tv-and-audio/headphones-en/wireless-headphones-en/jbl-tune-beam-2-true-wireless-noise-cancelling-earbuds-white-jbltbeam2wht.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/JBL_Tune_Beam_2_True_Wireless_Noise_Cancelling_Earbuds_-_White_(JBLTBEAM2WHT)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",149.0,169.0,11.83,20.0,JBL,Audio,earbuds
JBL Tour Pro 3 True Wireless Noise Cancelling Earbuds - Black (JBLTOURPRO3BLK),https://www.harveynorman.com.sg/tv-and-audio/headphones-en/wireless-headphones-en/jbl-tour-pro-3-true-wireless-noise-cancelling-earbuds-black-jbltourpro3blk.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/JBL_Tour_Pro_3_True_Wireless_Noise_Cancelling_Earbuds_-_Black_(JBLTOURPRO3BLK)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",309.0,349.0,11.46,40.0,JBL,Audio,earbuds
JBL Tune Buds 2 True Wireless Noise Cancelling Earbuds - Black (JBLTBUDS2BLK),https://www.harveynorman.com.sg/tv-and-audio/headphones-en/wireless-headphones-en/jbl-tune-buds-2-true-wireless-noise-cancelling-earbuds-black-jbltbuds2blk.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/JBL_Tune_Buds_2_True_Wireless_Noise_Cancelling_Earbuds_-_Black_(JBLTBUDS2BLK)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",149.0,169.0,11.83,20.0,JBL,Audio,earbuds
JBL Tune Buds 2 True Wireless Noise Cancelling Earbuds - Turquoise (JBLTBUDS2TQE),https://www.harveynorman.com.sg/tv-and-audio/headphones-en/wireless-headphones-en/jbl-tune-buds-2-true-wireless-noise-cancelling-earbuds-turquoise-jbltbuds2tqe.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/JBL_Tune_Buds_2_True_Wireless_Noise_Cancelling_Earbuds_-_Turquoise_(JBLTBUDS2TQE)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",149.0,169.0,11.83,20.0,JBL,Audio,earbuds
JBL Tune Buds 2 True Wireless Noise Cancelling Earbuds - White (JBLTBUDS2WHT),https://www.harveynorman.com.sg/tv-and-audio/headphones-en/wireless-headphones-en/jbl-tune-buds-2-true-wireless-noise-cancelling-earbuds-white-jbltbuds2wht.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/JBL_Tune_Buds_2_True_Wireless_Noise_Cancelling_Earbuds_-_White_(JBLTBUDS2WHT)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",149.0,169.0,11.83,20.0,JBL,Audio,earbuds
JBL Tune Flex 2 True Wireless Noise Cancelling Earbuds - Black (JBLTFLEX2BLK),https://www.harveynorman.com.sg/tv-and-audio/headphones-en/wireless-headphones-en/jbl-tune-flex-2-true-wireless-noise-cancelling-earbuds-black-jbltflex2blk.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/JBL_Tune_Flex_2_True_Wireless_Noise_Cancelling_Earbuds_-_Black_(JBLTFLEX2BLK)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",149.0,169.0,11.83,20.0,JBL,Audio,earbuds
JBL Tune Flex 2 True Wireless Noise Cancelling Earbuds - Turquoise (JBLTFLEX2TQE),https://www.harveynorman.com.sg/tv-and-audio/headphones-en/wireless-headphones-en/jbl-tune-flex-2-true-wireless-noise-cancelling-earbuds-turquoise-jbltflex2tqe.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/JBL_Tune_Flex_2_True_Wireless_Noise_Cancelling_Earbuds_-_Turquoise_(JBLTFLEX2TQE)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",149.0,169.0,11.83,20.0,JBL,Audio,earbuds
JBL Tune Flex 2 True Wireless Noise Cancelling Earbuds - White (JBLTFLEX2WHT),https://www.harveynorman.com.sg/tv-and-audio/headphones-en/wireless-headphones-en/jbl-tune-flex-2-true-wireless-noise-cancelling-earbuds-white-jbltflex2wht.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/JBL_Tune_Flex_2_True_Wireless_Noise_Cancelling_Earbuds_-_White_(JBLTFLEX2WHT)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",149.0,169.0,11.83,20.0,JBL,Audio,earbuds
JBL PartyBox Club 120 Speaker - White (JBLPBCLUB120SWEP),https://www.harveynorman.com.sg/tv-and-audio/sound-systems/wireless-speakers-and-stands/jbl-partybox-club-120-speaker-white-jblpbclub120swep.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/JBL_PartyBox_Club_120_Speaker_-_White_(JBLPBCLUB120SWEP)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",599.0,639.0,6.26,40.0,JBL,Audio,speaker
JBL PartyBox Stage 320 Speaker - White (JBLPBSTAGE320SWEP),https://www.harveynorman.com.sg/tv-and-audio/sound-systems/wireless-speakers-and-stands/jbl-partybox-stage-320-speaker-white-jblpbstage320swep.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/JBL_PartyBox_Stage_320_Speaker_-_White_(JBLPBSTAGE320SWEP)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",849.0,879.0,3.41,30.0,JBL,Audio,speaker
Belkin 4-Outlet 2M Surge Protection Strip - White (BSV400af2M-MY),https://www.harveynorman.com.sg/tv-and-audio/tv-accessories-en/power-and-surge-protectors/belkin-4-outlet-2m-surge-protection-strip-white-bsv400af2m-my.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/Belkin_4_Outlet_2M_Surge_Protection_Strip_-_White_(BSV400af2M-MY)__01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",39.0,0.0,0.0,0.0,Belkin,Other,Other
Belkin 6-Outlet 2M Surge Protection Strip - White (BSV603AF2M),https://www.harveynorman.com.sg/tv-and-audio/tv-accessories-en/power-and-surge-protectors/belkin-6-outlet-2m-surge-protection-strip-white-bsv603af2m.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/Belkin_6_Outlet_2M_Surge_Protection_Strip_-_White_(BSV603af2M-MY)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",49.0,0.0,0.0,0.0,Belkin,Other,Other
Belkin 4-Outlet 2M USB A + C Surge Protection Strip - White (SRB001AF2M),https://www.harveynorman.com.sg/tv-and-audio/tv-accessories-en/power-and-surge-protectors/belkin-4-outlet-2m-usb-a-c-surge-protection-strip-white-srb001af2m.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/Belkin_4-Outlet_2M_USB_A___C_Surge_Protection_Strip_-_White_(SRB001AF2M-MY)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",65.0,0.0,0.0,0.0,Belkin,Other,Other
Belkin 6-Outlet 2M USB A + C Surge Protection Strip - White (SRB002AF2M),https://www.harveynorman.com.sg/tv-and-audio/tv-accessories-en/power-and-surge-protectors/belkin-6-outlet-2m-usb-a-c-surge-protection-strip-white-srb002af2m.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/Belkin_6-Outlet_2M_USB_A___C_Surge_Protection_Strip_-_White_(SRB002af2M-MY)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",75.0,0.0,0.0,0.0,Belkin,Other,Other
Belkin 8-Outlet 2M USB A + C Surge Protection Strip - White (SRB003AF2M),https://www.harveynorman.com.sg/tv-and-audio/tv-accessories-en/power-and-surge-protectors/belkin-8-outlet-2m-usb-a-c-surge-protection-strip-white-srb003af2m.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/Belkin_8-Outlet_2M_USB_A___C_Surge_Protection_Strip_-_White_(SRB003af2M-MY)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",85.0,0.0,0.0,0.0,Belkin,Other,Other
Razer Barracuda X Chroma Wireless Gaming Headsets - White (RZ04-05220100-R3M1),https://www.harveynorman.com.sg/computing/games-hub-en/gaming-headphones-en/razer-barracuda-x-chroma-wireless-gaming-headsets-white-rz04-05220100-r3m1.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Razer_Barracuda_X_Chroma_Wireless_Gaming_Headsets_-_White_(RZ04-05220100-R3M1).jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",199.0,0.0,0.0,0.0,Razer,Gaming,gaming
Samsung EcoBubble 10 KG Laundry Top-Load Washer - Black Caviar (WA10CG4546BVSP),https://www.harveynorman.com.sg/home-appliances/washing-machines-and-dryers-en/washing-machines-en/samsung-ecobubble-10-kg-laundry-top-load-washer-black-caviar-wa10cg4546bvsp.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/Samsung_EcoBubble_10_KG_Laundry_Top-Load_Washer_-_Black_Caviar_(WA10CG4546BVSP)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",899.0,0.0,0.0,0.0,Samsung,Washing Machine,washer
Samsung 45W Power Adapter + USB-C To USB-C Cable - Black (EP-T4511XBEGGB),https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/samsung-45w-power-adapter-usb-c-to-usb-c-cable-black-ep-t4511xbeggb.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Samsung_45W_Power_Adapter___USB-C_To_USB-C_Cable_-_Black_(EP-T4511XBEGGB)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",78.0,0.0,0.0,0.0,Samsung,Accessories,cable
Samsung Bespoke AI™ Laundry Washer AI EcoBubble™ 11kg Dark Silver - WW11DB9B84GDSP,https://www.harveynorman.com.sg/home-appliances/washing-machines-and-dryers-en/washing-machines-en/samsung-bespoke-ai-laundry-washer-ai-ecobubble-11kg-dark-silver-ww11db9b84gdsp-en.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/Slide1_0tqv-m5.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",1799.0,1949.0,7.7,150.0,Samsung,Washing Machine,washer
Midea DC Motor Bladeless Fan with Air Purifier - Blue (MAM060CPBPBH),https://www.harveynorman.com.sg/home-appliances/air-conditioning-en/air-purifiers/midea-dc-motor-bladeless-fan-with-air-purifier-blue-mam060cpbpbh.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/Midea_DC_Motor_Bladeless_Fan_with_Air_Purifier_-_Blue_(MAM060CPBPBH)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",199.0,249.0,20.08,50.0,Midea,Small Appliance,fan
Toshiba 10 inch Air Circulator Fan - White (F-DSC80XSG(W)),https://www.harveynorman.com.sg/home-appliances/fans/stand-fans-en/toshiba-10-inch-air-circulator-fan-white-f-dsc80xsg-w.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/Toshiba_10_inch_Air_Circulator_Fan_-_White_(F-DSC80XSG(W)_)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",199.0,249.0,20.08,50.0,Toshiba,Small Appliance,fan
LG 461L Top Freezer Refrigerator - Black Glass (GT-B4604BM),https://www.harveynorman.com.sg/home-appliances/kitchen-appliances-en/fridges/lg-461l-top-freezer-refrigerator-black-glass-gt-b4604bm.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/LG_461L_Top_Freezer_Refrigerator_-_Black_Glass_(GT-B4604BM)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",1329.0,1399.0,5.0,70.0,LG,Refrigerator,refrigerator
Philips 5000 Series Handheld Steamer - Orange Red (STH5020/40),https://www.harveynorman.com.sg/home-appliances/garment-care-en/garment-steamers/philips-5000-series-handheld-steamer-orange-red-sth5020-40.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/Philips_5000_Series_Handheld_Steamer_-_Orange_Red_(STH502040)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",69.5,99.0,29.8,29.5,Philips,Small Appliance,steamer
Philips 5000 Series Handheld Steamer - Marine Blue (STH5030/20),https://www.harveynorman.com.sg/home-appliances/garment-care-en/garment-steamers/philips-5000-series-handheld-steamer-marine-blue-sth5030-20.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/Philips_5000_Series_Handheld_Steamer_-_Marine_Blue_(STH503020)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",78.3,109.0,28.17,30.700000000000003,Philips,Small Appliance,steamer
Tefal 1.8L Rice Master Max Induction Rice Cooker - Black (RK-8198),https://www.harveynorman.com.sg/home-appliances/small-kitchen-appliances-en/rice-cookers/tefal-1.8l-rice-master-max-induction-rice-cooker-black-rk-8198.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/Tefal_1.8L_Rice_Master_Max_Induction_Rice_Cooker_-_Black_(RK-8198)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",152.1,399.0,61.88,246.9,Tefal,Kitchen Appliance,rice cooker
Tefal 1.5L Rice Master Max Induction Rice Cooker - White (RK-8131),https://www.harveynorman.com.sg/home-appliances/small-kitchen-appliances-en/rice-cookers/tefal-1.5l-rice-master-max-induction-rice-cooker-white-rk-8131.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/Tefal_1.5L_Rice_Master_Max_Induction_Rice_Cooker_-_White-RK-8131-_01.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",149.0,349.0,57.31,200.0,Tefal,Kitchen Appliance,rice cooker
Mazer FindMY Rechargeble Battery Passport Holder - Black (M-1Tag-Passport-BK),https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/accessories/mazer-findmy-rechargeble-battery-passport-holder-black-m-1tag-passport-bk.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/Mazer_FindMY_Rechargeble_Battery_Passport_Holder_-_Black_(M-1TAG-BK)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",44.9,49.0,8.37,4.100000000000001,Mazer,Other,Other
Mazer FindMY Rechargeble Battery Passport Holder - Brown (M-1Tag-Passport-BR),https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/accessories/mazer-findmy-rechargeble-battery-passport-holder-brown-m-1tag-passport-br.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/Mazer_FindMY_Rechargeble_Battery_Passport_Holder_-_Brown_(M-1TAG-BR)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",44.9,49.0,8.37,4.100000000000001,Mazer,Other,Other
Cygnett FlexBand Silicone Bands for Apple Watch 42mm - Black (CY3983CSBAW),https://www.harveynorman.com.sg/smart-tech-and-phones/smart-wearables/apple-watches/cygnett-flexband-silicone-bands-for-apple-watch-42mm-black-cy3983csbaw.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/Cygnett_FlexBand_Silicone_Bands_for_Apple_Watch_42mm_-_Black_(CY3983CSBAW)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",29.9,0.0,0.0,0.0,Cygnett,Wearable,watch
Cygnett FlexBand Silicone Bands for Apple Watch 49mm - Black (CY3984CSBAW),https://www.harveynorman.com.sg/smart-tech-and-phones/smart-wearables/apple-watches/cygnett-flexband-silicone-bands-for-apple-watch-49mm-black-cy3984csbaw.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/Cygnett_FlexBand_Silicone_Bands_for_Apple_Watch_49mm_-_Black_(CY3984CSBAW)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",29.9,0.0,0.0,0.0,Cygnett,Wearable,watch
Cygnett FlexBand Silicone Bands for Apple Watch 42mm - Champagne (CY5215CYBAW),https://www.harveynorman.com.sg/smart-tech-and-phones/smart-wearables/apple-watches/cygnett-flexband-silicone-bands-for-apple-watch-42mm-champagne-cy5215cybaw.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/Cygnett_FlexBand_Silicone_Bands_for_Apple_Watch_42mm_-_Champagne_(CY5215CYBAW)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",29.9,0.0,0.0,0.0,Cygnett,Wearable,watch
Cygnett FlexBand Silicone Bands for Apple Watch 49mm - Champagne (CY5216CYBAW),https://www.harveynorman.com.sg/smart-tech-and-phones/smart-wearables/apple-watches/cygnett-flexband-silicone-bands-for-apple-watch-49mm-champagne-cy5216cybaw.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/Cygnett_FlexBand_Silicone_Bands_for_Apple_Watch_49mm_-_Champagne_(CY5216CYBAW)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",29.9,0.0,0.0,0.0,Cygnett,Wearable,watch
Cygnett SportsBand Silicone Sports Bands for Apple Watch 42mm - Champagne(CY5221CYBAW),https://www.harveynorman.com.sg/smart-tech-and-phones/smart-wearables/apple-watches/cygnett-sportsband-silicone-sports-bands-for-apple-watch-42mm-champagne-cy5221cybaw.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/Cygnett_SportsBand_Silicone_Sports_Bands_for_Apple_Watch_42mm_-_Champagne(CY5221CYBAW)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",29.9,0.0,0.0,0.0,Cygnett,Wearable,watch
Cygnett SportsBand Silicone Sports Bands for Apple Watch 49mm - Champagne(CY5222CYBAW),https://www.harveynorman.com.sg/smart-tech-and-phones/smart-wearables/apple-watches/cygnett-sportsband-silicone-sports-bands-for-apple-watch-49mm-champagne-cy5222cybaw.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/Cygnett_SportsBand_Silicone_Sports_Bands_for_Apple_Watch_49mm_-_Champagne(CY5222CYBAW)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",29.9,0.0,0.0,0.0,Cygnett,Wearable,watch
Cygnett SportsBand Silicone Sports Bands for Apple Watch 42mm - Black (CY5224CYBAW),https://www.harveynorman.com.sg/smart-tech-and-phones/smart-wearables/apple-watches/cygnett-sportsband-silicone-sports-bands-for-apple-watch-42mm-black-cy5224cybaw.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/Cygnett_SportsBand_Silicone_Sports_Bands_for_Apple_Watch_42mm_-_Black_(CY5224CYBAW)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",29.9,0.0,0.0,0.0,Cygnett,Wearable,watch
Cygnett SportsBand Silicone Sports Bands for Apple Watch 49mm - Black (CY5225CYBAW),https://www.harveynorman.com.sg/smart-tech-and-phones/smart-wearables/apple-watches/cygnett-sportsband-silicone-sports-bands-for-apple-watch-49mm-black-cy5225cybaw.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/Cygnett_SportsBand_Silicone_Sports_Bands_for_Apple_Watch_49mm_-_Black_(CY5225CYBAW)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",29.9,0.0,0.0,0.0,Cygnett,Wearable,watch
Cygnett 10000mAh Magslim Power Bank - Black (CY5278PBCHE),https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/mobile-power-banks/cygnett-10000mah-magslim-power-bank-black-cy5278pbche.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/Cygnett_10000mAh_Magslim_Power_Bank_-_Black_(CY5278PBCHE)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",89.9,0.0,0.0,0.0,Cygnett,Other,Other
Cygnett 10000mAh Magslim Power Bank - Gold (CY5279PBCHE),https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/mobile-power-banks/cygnett-10000mah-magslim-power-bank-gold-cy5279pbche.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/Cygnett_10000mAh_Magslim_Power_Bank_-_Gold_(CY5279PBCHE)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",89.9,0.0,0.0,0.0,Cygnett,Other,Other
Cygnett Qi2.0 2-In-1 Charge Base - Black (CY5098BUNCP),https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/cygnett-qi2.0-2-in-1-charge-base-black-cy5098buncp.html,"https://hnsgsfp.imgix.net/4/images/detailed/151/Cygnett_Qi2.0_2-In-1_Charge_Base_-_Black_(CY5098BUNCP)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",149.9,0.0,0.0,0.0,Cygnett,Other,Other
